TransactionID,Date,Product,CustomerID,SalesAmount,TargetSales,ExpenseAmount,Distributor
T00300,12/29/2022 0:00,Auto Parts,C0142,29367.55,9228.97,231.3,Distributor B
T00301,7/4/2022 0:00,Beverages,C0255,24998.58,18714.49,3880.37,Distributor B
T00302,12/7/2024 0:00,Packaging Materials,C0175,7358.61,20438.5,4858.35,Distributor B
T00303,5/2/2024 0:00,Food Products,C0439,12486.55,30174.06,1579.88,Distributor D
T00304,8/9/2022 0:00,Food Products,C0494,36384,40523.36,4566.36,Distributor B
T00305,9/22/2022 0:00,Food Products,C0269,47531.67,8107.95,2221.96,Distributor A
T00306,10/4/2024 0:00,Packaging Materials,C0004,42820.64,47606.53,2679.06,Distributor A
T00307,7/18/2021 0:00,Personal Care,C0244,11391.83,6264.11,9752,Distributor A
T00308,7/23/2023 0:00,Food Products,C0164,48507.48,45462.76,4826.52,Distributor B
T00309,5/17/2024 0:00,Packaging Materials,C0118,8679.68,37277.58,4991.11,Distributor D
T00310,11/29/2021 0:00,Home Appliances,C0500,16782.14,36853.24,1962.43,Distributor B
T00311,5/9/2022 0:00,Electronics,C0017,30392.32,24610.99,7829.79,Distributor C
T00312,7/3/2020 0:00,Office Supplies,C0370,38107.77,20027.23,589.63,Distributor A
T00313,3/4/2024 0:00,Packaging Materials,C0320,24457.55,25343.63,200.25,Distributor D
T00314,6/4/2022 0:00,Industrial Parts,C0220,10647.53,26984.97,1429.28,Distributor D
T00315,8/14/2022 0:00,Medical Supplies,C0396,18975.18,16401.7,9835.4,Distributor C
T00316,10/16/2021 0:00,Personal Care,C0112,14910.7,35898.42,1415.96,Distributor B
T00317,11/11/2024 0:00,Packaging Materials,C0436,31312.09,5799.31,7159.4,Distributor B
T00318,9/6/2024 0:00,Personal Care,C0456,44288.71,36983.38,440.55,Distributor D
T00319,11/27/2020 0:00,Office Supplies,C0208,28611.98,28749.34,7305.72,Distributor B
T00320,2/5/2025 0:00,Home Appliances,C0063,6891.79,32272.54,500.49,Distributor C
T00321,2/13/2023 0:00,Personal Care,C0207,31433.23,29377.93,9841.43,Distributor D
T00322,2/27/2022 0:00,Beverages,C0073,28036.38,24522.48,1551.04,Distributor B
T00323,7/14/2024 0:00,Packaging Materials,C0387,16910.47,39441.87,6953.84,Distributor B
T00324,10/7/2023 0:00,Industrial Parts,C0222,36637.36,9623.18,4111.38,Distributor A
T00325,4/30/2021 0:00,Industrial Parts,C0349,31258.8,51198.73,5963.49,Distributor C
T00326,9/25/2020 0:00,Home Appliances,C0284,32044.09,22846.49,9386.07,Distributor C
T00327,10/10/2025 0:00,Electronics,C0164,11373.84,12064.26,2724.21,Distributor B
T00328,2/6/2020 0:00,Medical Supplies,C0156,15701.57,12848.62,2278.62,Distributor B
T00329,7/29/2020 0:00,Electronics,C0500,3247.91,49090.61,9737.82,Distributor C
T00330,6/15/2025 0:00,Medical Supplies,C0064,8413.75,8389.03,8086.68,Distributor B
T00331,1/21/2023 0:00,Auto Parts,C0182,17173.12,14447.95,410.81,Distributor A
T00332,11/11/2021 0:00,Industrial Parts,C0014,36365.97,48731.09,1132.71,Distributor B
T00333,7/31/2020 0:00,Industrial Parts,C0260,13433.99,23904.12,3381.17,Distributor C
T00334,10/29/2024 0:00,Home Appliances,C0072,46199.74,25925.97,1785.3,Distributor C
T00335,2/27/2023 0:00,Packaging Materials,C0486,22377.95,17003.22,5191.08,Distributor A
T00336,11/17/2024 0:00,Packaging Materials,C0003,22823.37,1159.2,8529.9,Distributor C
T00337,8/3/2025 0:00,Home Appliances,C0450,37487.37,47540.98,7680.12,Distributor D
T00338,11/24/2022 0:00,Auto Parts,C0269,8730.69,30849.96,9856.39,Distributor D
T00339,3/31/2024 0:00,Auto Parts,C0257,40864.34,17103.35,6704.32,Distributor D
T00340,8/11/2024 0:00,Food Products,C0394,23212.23,49535.02,3922.02,Distributor A
T00341,4/29/2024 0:00,Beverages,C0458,32234.24,19985.36,5010.35,Distributor B
T00342,10/25/2025 0:00,Auto Parts,C0112,4975.39,53540.87,8030.01,Distributor D
T00343,12/2/2025 0:00,Office Supplies,C0025,19480.92,40773.11,7383.6,Distributor D
T00344,9/19/2025 0:00,Home Appliances,C0453,10224.81,44755.24,6323.07,Distributor B
T00345,2/28/2021 0:00,Packaging Materials,C0256,42716.06,8383.54,3759.62,Distributor B
T00346,8/9/2025 0:00,Personal Care,C0194,1720.55,27040.91,8492.77,Distributor B
T00347,1/17/2023 0:00,Home Appliances,C0118,43589.12,50939.07,5757.64,Distributor B
T00348,5/18/2021 0:00,Medical Supplies,C0186,30272.19,45337.51,6556.83,Distributor B
T00349,9/20/2021 0:00,Office Supplies,C0487,26512.81,25822.34,4045.72,Distributor B
T00350,7/16/2022 0:00,Personal Care,C0164,26784.11,16471.98,298.45,Distributor C
T00351,5/9/2025 0:00,Home Appliances,C0301,40140.79,1932.35,1091.76,Distributor B
T00352,7/12/2020 0:00,Electronics,C0499,9611.93,19439.85,9354.42,Distributor A
T00353,10/28/2022 0:00,Home Appliances,C0018,27521.64,44455.94,1245.09,Distributor C
T00354,11/20/2025 0:00,Office Supplies,C0344,40877.89,38396.71,4800,Distributor C
T00355,10/9/2024 0:00,Auto Parts,C0355,29306.16,42939.45,1162.72,Distributor C
T00356,10/29/2024 0:00,Office Supplies,C0097,6068.14,40684.73,3318.07,Distributor D
T00357,4/21/2022 0:00,Packaging Materials,C0270,37639.21,43263.44,2254.22,Distributor B
T00358,11/30/2020 0:00,Food Products,C0013,41669.48,21509.23,1987.95,Distributor C
T00359,6/4/2022 0:00,Office Supplies,C0208,43166.6,18623.01,9274.52,Distributor A
T00360,11/24/2024 0:00,Office Supplies,C0209,42032.1,45709.31,8246.24,Distributor A
T00361,6/9/2022 0:00,Beverages,C0290,24269.97,18039.84,8759.46,Distributor D
T00362,7/1/2020 0:00,Personal Care,C0470,9185.33,34514.9,5869.36,Distributor D
T00363,11/16/2020 0:00,Medical Supplies,C0327,9143.71,35562.08,5702.38,Distributor D
T00364,8/5/2021 0:00,Auto Parts,C0091,29475.09,6254.68,3766.39,Distributor C
T00365,3/14/2025 0:00,Medical Supplies,C0005,22558.67,39968.63,3075.56,Distributor A
T00366,2/28/2020 0:00,Personal Care,C0433,37569.97,19804.72,1402.53,Distributor A
T00367,9/7/2020 0:00,Medical Supplies,C0253,615.97,50622.03,4214.43,Distributor B
T00368,10/4/2023 0:00,Packaging Materials,C0429,12214.4,38097.72,2312.91,Distributor C
T00369,10/10/2021 0:00,Industrial Parts,C0461,31786.02,54969.79,862.47,Distributor C
T00370,3/10/2022 0:00,Medical Supplies,C0042,14572.78,2286.9,4612.78,Distributor B
T00371,4/14/2022 0:00,Auto Parts,C0080,42072.96,12191.93,6255.76,Distributor C
T00372,9/7/2021 0:00,Personal Care,C0108,19562.06,40648.76,3434.7,Distributor A
T00373,10/19/2025 0:00,Packaging Materials,C0334,48364.35,14952.11,1449.48,Distributor D
T00374,3/20/2024 0:00,Industrial Parts,C0136,7868.35,34042,8751.25,Distributor C
T00375,10/22/2022 0:00,Industrial Parts,C0301,11563.81,42463.99,3921.24,Distributor B
T00376,4/4/2020 0:00,Personal Care,C0377,9251.67,46270.92,3816.88,Distributor D
T00377,1/28/2021 0:00,Food Products,C0456,37418.23,54903.41,563,Distributor C
T00378,1/7/2020 0:00,Electronics,C0142,29513.81,43679.75,537.34,Distributor D
T00379,12/11/2024 0:00,Auto Parts,C0152,19259.62,40731.44,6245.92,Distributor A
T00380,8/29/2022 0:00,Packaging Materials,C0324,43336.99,42423.08,3478.13,Distributor D
T00381,1/24/2024 0:00,Industrial Parts,C0484,47706.91,13453.17,5825.07,Distributor C
T00382,3/22/2020 0:00,Electronics,C0294,47817.75,29851,5353.97,Distributor D
T00383,10/4/2022 0:00,Electronics,C0380,28411.16,53122.01,1916.35,Distributor A
T00384,3/22/2024 0:00,Electronics,C0189,36401.2,29681.93,3732.09,Distributor A
T00385,2/21/2025 0:00,Auto Parts,C0072,20903.8,10125.13,8369.97,Distributor B
T00386,4/21/2024 0:00,Personal Care,C0410,15804.39,54164.15,5520.28,Distributor A
T00387,8/4/2024 0:00,Personal Care,C0104,28017.19,37423.46,5106.77,Distributor D
T00388,6/13/2024 0:00,Office Supplies,C0278,37389.26,12512.63,8483.33,Distributor D
T00389,12/5/2025 0:00,Auto Parts,C0004,16282.93,47889.69,7431.5,Distributor A
T00390,8/30/2023 0:00,Medical Supplies,C0028,46058.57,9549.37,3504.53,Distributor D
T00391,8/21/2021 0:00,Beverages,C0477,44994.91,15251.19,792.78,Distributor D
T00392,5/1/2022 0:00,Medical Supplies,C0451,42873.46,23990.63,7274.5,Distributor C
T00393,10/30/2023 0:00,Packaging Materials,C0075,36935,54225.35,3391.13,Distributor A
T00394,4/25/2022 0:00,Personal Care,C0221,34651.83,2772.29,646.22,Distributor D
T00395,1/7/2023 0:00,Food Products,C0459,47630.2,6559.63,4088.92,Distributor A
T00396,1/14/2025 0:00,Food Products,C0194,18398.98,34839.85,3215.48,Distributor A
T00397,4/28/2025 0:00,Industrial Parts,C0175,31150.4,2224.95,2532.29,Distributor A
T00398,8/4/2025 0:00,Electronics,C0404,25498.51,20619.19,8596.55,Distributor A
T00399,10/31/2021 0:00,Electronics,C0172,15711.77,54009.21,6774.53,Distributor A
T00400,1/25/2024 0:00,Medical Supplies,C0262,6678.65,49347.89,2206.65,Distributor B
T00401,6/13/2020 0:00,Industrial Parts,C0154,37903.79,44242.23,4279.37,Distributor D
T00402,10/3/2021 0:00,Personal Care,C0239,21908.88,42743.08,351.63,Distributor C
T00403,2/6/2025 0:00,Food Products,C0173,6286.62,22592.61,1460.16,Distributor A
T00404,6/18/2020 0:00,Industrial Parts,C0410,18476.31,12379.75,5099.99,Distributor D
T00405,11/10/2021 0:00,Home Appliances,C0074,7157.96,46945.41,5504.73,Distributor C
T00406,3/24/2023 0:00,Electronics,C0177,27991.59,24182.69,3716.51,Distributor B
T00407,1/8/2021 0:00,Office Supplies,C0014,7727.95,33186.18,104.64,Distributor A
T00408,12/4/2025 0:00,Auto Parts,C0495,27592.2,3777.71,6834.5,Distributor C
T00409,12/28/2020 0:00,Industrial Parts,C0349,29321.71,43032.93,5523.21,Distributor B
T00410,8/17/2022 0:00,Medical Supplies,C0061,17730.89,3833.72,691.56,Distributor D
T00411,5/11/2023 0:00,Office Supplies,C0126,12417.62,50983.71,3460.76,Distributor C
T00412,6/11/2024 0:00,Auto Parts,C0019,29194.87,29423.68,2338.49,Distributor D
T00413,2/25/2023 0:00,Medical Supplies,C0158,38727.41,30268.52,864.47,Distributor B
T00414,10/24/2022 0:00,Auto Parts,C0421,20303.5,7189.28,1224.41,Distributor D
T00415,7/14/2022 0:00,Industrial Parts,C0158,42155.27,50676.32,6253.29,Distributor D
T00416,11/9/2022 0:00,Medical Supplies,C0069,44320.29,38874.05,9572.36,Distributor A
T00417,3/6/2025 0:00,Food Products,C0349,30610.26,10715.25,5248.55,Distributor D
T00418,3/26/2020 0:00,Medical Supplies,C0125,29498.43,41886.23,3584.25,Distributor D
T00419,8/21/2021 0:00,Electronics,C0460,42874.03,10562.14,685.38,Distributor C
T00420,9/13/2021 0:00,Home Appliances,C0066,48109.87,20723.17,760.58,Distributor A
T00421,2/28/2023 0:00,Office Supplies,C0295,35655.49,1400.15,9772.74,Distributor B
T00422,10/3/2020 0:00,Beverages,C0057,10069.88,4238.15,9437.22,Distributor A
T00423,3/7/2020 0:00,Auto Parts,C0164,38912.61,24565.59,8036.17,Distributor A
T00424,3/17/2024 0:00,Auto Parts,C0457,1861.25,23985.46,6898.12,Distributor A
T00425,11/13/2022 0:00,Beverages,C0315,18445.16,39495.92,4771.46,Distributor B
T00426,3/23/2023 0:00,Food Products,C0304,9147.18,23716.56,3977.64,Distributor D
T00427,9/5/2024 0:00,Beverages,C0323,49986.65,26496.38,5731.38,Distributor A
T00428,10/20/2024 0:00,Electronics,C0419,34080.09,36285.6,4983.61,Distributor B
T00429,1/24/2024 0:00,Personal Care,C0259,14432.31,4004.12,7518.57,Distributor A
T00430,5/17/2024 0:00,Electronics,C0433,6941.47,11258.69,4741.09,Distributor B
T00431,2/20/2021 0:00,Personal Care,C0124,40799.9,9581.88,797.09,Distributor D
T00432,10/28/2020 0:00,Beverages,C0120,20196.88,49218.68,178.09,Distributor B
T00433,6/30/2022 0:00,Electronics,C0261,46362.85,11130.14,4460.29,Distributor C
T00434,7/22/2025 0:00,Office Supplies,C0374,29973.66,40129.02,7489.64,Distributor A
T00435,10/6/2021 0:00,Office Supplies,C0475,7984.74,31084.04,5693.31,Distributor D
T00436,1/5/2023 0:00,Auto Parts,C0439,6514.61,6632.87,8286.05,Distributor B
T00437,11/22/2024 0:00,Office Supplies,C0225,37387.58,32773.32,6074.51,Distributor D
T00438,1/18/2024 0:00,Electronics,C0414,42360.98,53375.77,246.87,Distributor B
T00439,5/29/2020 0:00,Industrial Parts,C0194,40844.09,15093.31,5618.89,Distributor B
T00440,2/27/2020 0:00,Auto Parts,C0192,22508.73,5174.16,9651.52,Distributor C
T00441,1/15/2021 0:00,Industrial Parts,C0372,13991.58,39704.88,5056.41,Distributor C
T00442,3/19/2025 0:00,Auto Parts,C0229,48863.19,42259.03,1177.93,Distributor D
T00443,3/6/2020 0:00,Industrial Parts,C0405,13283.82,25826.93,7937.67,Distributor D
T00444,11/27/2025 0:00,Personal Care,C0414,35112.37,27866.73,9164.43,Distributor D
T00445,10/30/2023 0:00,Electronics,C0299,20980.94,52306.32,8810.51,Distributor C
T00446,9/6/2020 0:00,Food Products,C0027,40825.71,9032.38,2176.82,Distributor D
T00447,6/5/2021 0:00,Home Appliances,C0205,4313.61,42397.95,754.16,Distributor D
T00448,11/26/2021 0:00,Beverages,C0488,29163.96,1187.76,7137.33,Distributor C
T00449,4/17/2020 0:00,Auto Parts,C0227,44755.76,16378.95,5648.4,Distributor D
T00450,8/22/2024 0:00,Medical Supplies,C0413,35613.5,4719.08,7694.21,Distributor D
T00451,4/1/2020 0:00,Auto Parts,C0318,11167.89,11743.15,2585.79,Distributor A
T00452,3/12/2025 0:00,Industrial Parts,C0262,15315.98,41570.56,9362.36,Distributor B
T00453,7/17/2024 0:00,Home Appliances,C0228,22754.59,11498.16,8054.21,Distributor C
T00454,2/25/2025 0:00,Industrial Parts,C0376,47560.99,44120.49,5611.54,Distributor B
T00455,4/21/2021 0:00,Home Appliances,C0395,36564.99,18377.02,7099.54,Distributor A
T00456,4/15/2023 0:00,Food Products,C0091,10426.57,33376.21,9686.26,Distributor D
T00457,8/10/2025 0:00,Personal Care,C0101,30702.61,39814.98,3356,Distributor B
T00458,10/1/2021 0:00,Industrial Parts,C0120,6715.18,37317.18,9796.44,Distributor C
T00459,3/4/2023 0:00,Food Products,C0054,31491.14,18973.05,3660.41,Distributor C
T00460,3/7/2023 0:00,Industrial Parts,C0002,7333.08,26286.13,4488.93,Distributor B
T00461,8/6/2022 0:00,Office Supplies,C0480,32074.17,13500.74,7590.71,Distributor B
T00462,9/4/2024 0:00,Home Appliances,C0376,1487.9,2265.23,354.69,Distributor B
T00463,11/27/2022 0:00,Office Supplies,C0468,47194.3,47471.74,9743.53,Distributor A
T00464,1/9/2024 0:00,Industrial Parts,C0215,10059.38,1649.51,3543.27,Distributor B
T00465,2/16/2021 0:00,Industrial Parts,C0059,36324.59,50410.53,6920.11,Distributor A
T00466,6/10/2021 0:00,Medical Supplies,C0328,46430.22,45451.99,9990.19,Distributor B
T00467,12/15/2024 0:00,Electronics,C0126,39941.3,16012.14,8470.37,Distributor C
T00468,8/23/2022 0:00,Home Appliances,C0260,15636.09,4328.53,8140.31,Distributor D
T00469,1/22/2024 0:00,Home Appliances,C0327,30996.9,49851.78,1249.23,Distributor C
T00470,12/28/2020 0:00,Office Supplies,C0487,2881.03,52299.58,2093.62,Distributor D
T00471,3/26/2025 0:00,Auto Parts,C0187,23712.63,4558.29,7853.28,Distributor B
T00472,1/23/2025 0:00,Packaging Materials,C0304,42754.24,21872.07,5922.01,Distributor B
T00473,9/25/2023 0:00,Electronics,C0445,26402.98,14765.02,4968.5,Distributor C
T00474,11/2/2020 0:00,Office Supplies,C0151,28948.45,11690.01,3336.31,Distributor B
T00475,6/9/2023 0:00,Auto Parts,C0102,42658.42,26813.34,9647.1,Distributor D
T00476,11/26/2023 0:00,Packaging Materials,C0020,5418.12,48755.77,7717.19,Distributor A
T00477,10/17/2020 0:00,Home Appliances,C0390,42628.09,24221.48,4303.09,Distributor A
T00478,7/2/2025 0:00,Personal Care,C0025,36681.46,12092.71,2484.4,Distributor A
T00479,3/2/2024 0:00,Packaging Materials,C0200,3560.92,54374.75,8019.57,Distributor B
T00480,2/21/2020 0:00,Home Appliances,C0016,11380.98,45989.15,4482.92,Distributor A
T00481,9/29/2025 0:00,Personal Care,C0044,35354.19,41842.53,867.31,Distributor B
T00482,12/1/2023 0:00,Personal Care,C0426,15613.98,51960.36,725.71,Distributor D
T00483,6/16/2020 0:00,Auto Parts,C0466,49963.18,49664.51,3326.87,Distributor D
T00484,5/22/2024 0:00,Personal Care,C0232,2327.65,12758.19,9062.31,Distributor A
T00485,2/28/2020 0:00,Medical Supplies,C0048,25926.9,41640.74,5815.57,Distributor D
T00486,11/4/2021 0:00,Auto Parts,C0182,12618.1,38258.77,1516.5,Distributor D
T00487,1/27/2022 0:00,Office Supplies,C0245,19612.16,39810.34,4621.02,Distributor D
T00488,6/23/2020 0:00,Personal Care,C0104,48784.48,37792.83,2087.1,Distributor A
T00489,12/14/2022 0:00,Packaging Materials,C0482,27514.17,17174.51,8235.6,Distributor B
T00490,8/8/2023 0:00,Industrial Parts,C0154,1615.62,39108.76,6482.73,Distributor B
T00491,7/3/2021 0:00,Electronics,C0316,25834.11,12429.03,8765.52,Distributor B
T00492,11/25/2021 0:00,Beverages,C0171,21601.01,1312.37,6048.46,Distributor B
T00493,3/5/2022 0:00,Personal Care,C0425,43547.18,42482.36,2844.34,Distributor B
T00494,5/11/2022 0:00,Industrial Parts,C0299,22774.96,9587.66,8172.08,Distributor B
T00495,11/21/2020 0:00,Office Supplies,C0027,21050.41,11496.18,1051.08,Distributor A
T00496,12/21/2021 0:00,Personal Care,C0084,15729.24,5744.83,7186.81,Distributor D
T00497,5/2/2024 0:00,Personal Care,C0155,25136.65,1990.4,7208.91,Distributor B
T00498,10/4/2020 0:00,Packaging Materials,C0308,23231.06,30216.42,2983.01,Distributor C
T00499,4/29/2021 0:00,Packaging Materials,C0220,6061.82,28281.4,9525.89,Distributor D
T00500,5/4/2022 0:00,Electronics,C0376,1458.56,10036.7,8316.91,Distributor D
T00501,5/5/2020 0:00,Food Products,C0179,41118.43,48164.42,5634.19,Distributor D
T00502,6/5/2021 0:00,Food Products,C0228,10802.5,46179.91,124.27,Distributor B
T00503,5/22/2021 0:00,Packaging Materials,C0454,43846.29,5814.39,8266.67,Distributor D
T00504,11/12/2023 0:00,Electronics,C0447,652.18,49239.24,1725.5,Distributor B
T00505,4/26/2020 0:00,Food Products,C0443,36381.45,8060.08,9827.6,Distributor A
T00506,1/2/2021 0:00,Office Supplies,C0366,9377.15,43675.42,8481.26,Distributor D
T00507,10/20/2024 0:00,Auto Parts,C0181,19229.56,21494.04,6959.28,Distributor D
T00508,8/30/2022 0:00,Medical Supplies,C0111,35605.37,37373.8,9035.62,Distributor D
T00509,12/29/2023 0:00,Auto Parts,C0198,48413.5,20671.09,984.22,Distributor D
T00510,3/29/2024 0:00,Personal Care,C0341,49839.42,17182.37,3571.41,Distributor B
T00511,9/24/2024 0:00,Packaging Materials,C0357,6752.38,54747.29,2113.15,Distributor D
T00512,10/20/2021 0:00,Office Supplies,C0317,25488.59,29553.99,5953.73,Distributor D
T00513,2/24/2022 0:00,Home Appliances,C0022,41612.72,27082.85,6927.76,Distributor D
T00514,3/21/2021 0:00,Personal Care,C0333,32921.11,38989.25,4353.92,Distributor C
T00515,4/25/2022 0:00,Beverages,C0131,32320.89,3763.09,5733.9,Distributor D
T00516,5/23/2024 0:00,Beverages,C0154,17260.22,16852.2,8597.58,Distributor A
T00517,8/31/2024 0:00,Personal Care,C0001,6965.01,15179.08,2309.58,Distributor B
T00518,5/27/2024 0:00,Beverages,C0341,37337.78,32001.14,7519.4,Distributor D
T00519,6/22/2025 0:00,Beverages,C0105,14200.12,19395.34,4149.02,Distributor A
T00520,11/17/2020 0:00,Food Products,C0474,32364.32,6581.09,2814.23,Distributor D
T00521,9/2/2025 0:00,Home Appliances,C0035,36802.71,52999.5,9181.65,Distributor A
T00522,5/22/2022 0:00,Medical Supplies,C0061,34200.59,22806.45,9863.57,Distributor A
T00523,6/11/2022 0:00,Personal Care,C0338,15760.54,45095.49,1294.07,Distributor A
T00524,11/22/2021 0:00,Home Appliances,C0495,33976.11,19399.81,5039.98,Distributor D
T00525,7/18/2023 0:00,Industrial Parts,C0239,28049.56,12464.18,3744.64,Distributor C
T00526,7/24/2020 0:00,Office Supplies,C0264,2670.61,22891.11,8545.59,Distributor C
T00527,1/16/2023 0:00,Medical Supplies,C0322,35897.46,21938.14,7669.35,Distributor B
T00528,9/9/2022 0:00,Office Supplies,C0032,11521.85,29741.94,7025.14,Distributor A
T00529,9/17/2025 0:00,Medical Supplies,C0407,35463.01,43633.12,2356.44,Distributor C
T00530,11/23/2022 0:00,Office Supplies,C0062,14112.21,38221.03,5156.73,Distributor C
T00531,8/10/2020 0:00,Auto Parts,C0386,2571.68,37665.11,8155.79,Distributor D
T00532,11/23/2025 0:00,Home Appliances,C0485,38173.68,25907.22,8613.61,Distributor A
T00533,5/30/2020 0:00,Food Products,C0424,34705.03,32877.52,1272.33,Distributor B
T00534,9/16/2024 0:00,Packaging Materials,C0351,11755.77,39144.56,9286.55,Distributor A
T00535,8/7/2020 0:00,Electronics,C0476,39685.66,21594.45,9011.21,Distributor A
T00536,9/27/2024 0:00,Industrial Parts,C0414,15118.97,37082.86,8016.01,Distributor A
T00537,6/25/2024 0:00,Food Products,C0238,38584.32,48047.54,7326.29,Distributor C
T00538,11/22/2021 0:00,Office Supplies,C0344,31164.04,34550.13,3339.1,Distributor D
T00539,5/31/2020 0:00,Electronics,C0208,36815.09,42892.03,8907.42,Distributor A
T00540,11/21/2022 0:00,Beverages,C0363,19860.04,3667.76,5348.14,Distributor B
T00541,5/23/2020 0:00,Medical Supplies,C0450,11201.38,25327.87,697.22,Distributor A
T00542,10/18/2022 0:00,Electronics,C0489,46800.63,19504.69,8557.48,Distributor A
T00543,4/13/2020 0:00,Home Appliances,C0142,49183.13,21678.95,885.78,Distributor D
T00544,11/22/2020 0:00,Personal Care,C0140,8066.47,40344.49,6815.78,Distributor B
T00545,4/23/2023 0:00,Medical Supplies,C0332,5125.73,26292.4,1763.83,Distributor D
T00546,8/3/2025 0:00,Office Supplies,C0316,30020.56,21631.18,1318.27,Distributor D
T00547,8/5/2021 0:00,Food Products,C0379,22092.35,47349.73,5795,Distributor A
T00548,12/21/2024 0:00,Food Products,C0469,16403.46,13128.42,8923.4,Distributor B
T00549,6/4/2020 0:00,Auto Parts,C0125,8733.12,42620.58,4891.94,Distributor A
T00550,6/26/2021 0:00,Auto Parts,C0300,33667.11,20599.14,8517.67,Distributor B
T00551,3/6/2020 0:00,Beverages,C0057,11918.18,23279.76,7796.46,Distributor C
T00552,5/2/2025 0:00,Industrial Parts,C0126,36818.05,14002.25,4211.1,Distributor A
T00553,4/1/2024 0:00,Food Products,C0027,24059.88,17356.67,8396.01,Distributor D
T00554,10/7/2023 0:00,Office Supplies,C0151,32451.46,35963.68,9893.02,Distributor C
T00555,4/13/2024 0:00,Office Supplies,C0482,44423.1,13764.28,3851.62,Distributor B
T00556,5/11/2022 0:00,Auto Parts,C0478,26471.17,47574.82,7745.48,Distributor B
T00557,11/14/2024 0:00,Medical Supplies,C0093,35100.3,39834.72,9791.57,Distributor B
T00558,5/10/2022 0:00,Beverages,C0318,27728.57,2034.61,2638.89,Distributor D
T00559,2/24/2025 0:00,Packaging Materials,C0045,32666.99,25606.27,2152.82,Distributor D
T00560,12/14/2023 0:00,Electronics,C0248,3496.14,42796.64,5626.52,Distributor C
T00561,4/14/2022 0:00,Personal Care,C0013,14953.49,15256.06,7037.89,Distributor A
T00562,3/11/2024 0:00,Medical Supplies,C0360,13065.56,24392.65,9705.53,Distributor A
T00563,11/26/2022 0:00,Industrial Parts,C0274,32784.91,29831.35,3432.98,Distributor B
T00564,6/8/2023 0:00,Office Supplies,C0224,28164.59,52615.86,4537.2,Distributor D
T00565,2/14/2022 0:00,Industrial Parts,C0169,31581.8,37672.04,2471.49,Distributor D
T00566,3/15/2024 0:00,Office Supplies,C0164,3764.97,24951.08,4183.76,Distributor A
T00567,8/4/2025 0:00,Office Supplies,C0011,49015.96,24468.08,1477.21,Distributor C
T00568,3/2/2023 0:00,Auto Parts,C0157,959.17,34827.11,4233.42,Distributor D
T00569,10/13/2024 0:00,Auto Parts,C0431,39695.26,5778.88,7650.16,Distributor D
T00570,5/2/2020 0:00,Office Supplies,C0051,17766.89,34373.68,1953.45,Distributor B
T00571,6/9/2020 0:00,Beverages,C0304,35450.54,2453.79,4560.01,Distributor B
T00572,5/24/2020 0:00,Personal Care,C0120,38611.38,41173.19,8275.14,Distributor C
T00573,9/15/2021 0:00,Office Supplies,C0336,40492.81,52381.51,226.42,Distributor C
T00574,1/9/2023 0:00,Home Appliances,C0337,16183.45,5412.24,5441.44,Distributor C
T00575,10/16/2020 0:00,Beverages,C0271,49574.08,52106.61,8273.86,Distributor B
T00576,5/31/2020 0:00,Medical Supplies,C0344,33730.24,6665.49,6883.64,Distributor C
T00577,8/17/2023 0:00,Auto Parts,C0250,37153.94,31768.09,2021.11,Distributor B
T00578,2/2/2024 0:00,Industrial Parts,C0214,21148.49,48629.59,8313.57,Distributor D
T00579,4/3/2021 0:00,Packaging Materials,C0421,44502.58,26900.74,3088.81,Distributor B
T00580,9/8/2022 0:00,Electronics,C0313,26050.07,5675.64,5383.42,Distributor D
T00581,10/13/2021 0:00,Packaging Materials,C0386,35746.21,49804.19,4553.22,Distributor C
T00582,10/11/2020 0:00,Auto Parts,C0137,23820.85,19315.83,1680.09,Distributor A
T00583,2/14/2024 0:00,Industrial Parts,C0194,33766.85,7887.82,8565.3,Distributor A
T00584,5/2/2025 0:00,Personal Care,C0396,15082.18,28503.02,7095.53,Distributor C
T00585,2/10/2023 0:00,Beverages,C0452,2840.72,14644.65,5539.2,Distributor B
T00586,8/14/2021 0:00,Medical Supplies,C0264,40329.01,50436.72,9108.79,Distributor C
T00587,2/2/2025 0:00,Auto Parts,C0422,33832.29,47800.51,3636.01,Distributor D
T00588,4/6/2022 0:00,Personal Care,C0293,36321.71,30196.42,9753.23,Distributor B
T00589,10/5/2025 0:00,Industrial Parts,C0152,44406.82,53577.1,892.29,Distributor B
T00590,7/12/2024 0:00,Beverages,C0269,11939.21,7220.49,9031.54,Distributor A
T00591,3/21/2023 0:00,Electronics,C0332,46330.27,50194.03,7799.74,Distributor A
T00592,1/17/2022 0:00,Auto Parts,C0030,39665.51,35776.36,428.6,Distributor C
T00593,3/22/2023 0:00,Personal Care,C0027,16738.99,6191.91,4336.47,Distributor A
T00594,11/5/2023 0:00,Electronics,C0163,27343.28,26613.69,4586.51,Distributor D
T00595,12/14/2020 0:00,Beverages,C0237,23980.42,18205.23,5935.47,Distributor B
T00596,7/6/2021 0:00,Personal Care,C0081,39590.57,54846.24,3748.33,Distributor B
T00597,6/1/2022 0:00,Beverages,C0030,17829.75,8571.08,8622.51,Distributor A
T00598,3/15/2020 0:00,Personal Care,C0037,13835.58,43764.52,8710.12,Distributor D
T00599,11/15/2020 0:00,Home Appliances,C0251,47139.85,1599.95,1737.54,Distributor A
